pre-detoxed,detoxed_text,toxicity,severe_toxicity
wavemaker i agree  said so in various posts  bullshit walks  bad timing and judgement for julia omalley after all clinton just went through,wavemaker i agree  said so in various posts  bad timing and judgement for julia omalley after all clinton just went through,0.3432835820895522,0.0298507462686567
spoken like a true fakenewscom addict  probably overdosing,spoken like a true fakenewscom addict  probably overdosing,0.217391304347826,0.0
dont be so lazy and pay attention,dont be so lazy and pay attention,1.0,0.0
what keeps me up at night is the fact that these coyotes dont even have concealed teeth permitsthey can just go around biting and tearing anybody they want to shredstotally legal  absurdcrazytotally repukeligan,what keeps me up at night is the fact that these coyotes dont even have concealed teeth permitsthey can just go around biting and tearing anybody they want to shredstotally legal,0.4285714285714285,0.0
"wow you really are an idiot that only applies if he attacked some one here they blew up the house he was is he was wounded and unconscious  he was no threat
the american was killed by grenade likely by an other wounded man when he came closeno geneva with freedom fighters in there own country they wanted a scapegoat and he was still alive that was his only crime i dislike his family as well they should charged with radicalism and deported that said he came here as at 10 he was a minor and be kicked out for things done outside of canada",wow you really are wrong that only applies if he attacked some one here they blew up the house he was is he was wounded and unconscious  he was no threat.the american was killed by grenade likely by an other wounded man when he came closeno geneva with freedom fighters in there own country they wanted a scapegoat and he was still alive that was his only crime i dislike his family as well they should charged with radicalism and deported that said he came here as at 10 he was a minor and be kicked out for things done outside of canada,0.696969696969697,0.0757575757575757
monster  what the f    falsely accusedkeep using the lsd and next you will be telling us you walk on water,what the falsely accusedkeep using the lsd and next you will be telling us you walk on water,0.6891891891891891,0.0675675675675675
"my first impression of fairbanks in may of 1990 was what a dump i bet i end up living here i ended up living here it is decidedly not a dump

after several years in denali where i met my now wife we settled in fairbanks for better job prospects initially i wasnt sure about the place but as i came to learn the extensive trail system the mountain biker in me went nuts i also found plenty of things to get involved in because fairbanks residents have to create their own good times people here are doers when you meet someone questions dont revolve around jobs we ask where have you hikedbikedhuntedfishedclimbedetc in other words how have you taken advantage of this place and what it offers you can go to a party and find a millionaire swapping trail tales with a plumber and theyve known each other for years and you cant tell which is which from the looks of them

as for suggestions visit in march there is no finer place on earth than fairbanks alaska in march",after several years in denali where I met my now wife we settled in fairbanks for better job prospects i wasnt sure about the place but as i came to learn the extensive trail system i also found plenty of things to get involved in because it is not a good one.in other words how have you taken advantage of this place and what it offers you can go to a party and find a millionaire swapping trail tales with a plumber and theyve known each other for years and you cant tell which is which from the looks of them people here are doers when you meet someone questions dont revolve around jobs we ask,1.0,0.0
we could but that would a very stupid ideal since it is a very real issue  but hey we can ignore reality if thats what your political persuasion tells you to do,we could but that would a very bad ideal since it is a very real issue  but hey we can ignore reality if thats what your political persuasion tells you to do.,0.8333333333333333,0.0
ha ha hillary lost all you hillary fools need to be rounded up and put in prison along with your leader you are all antiamerican scum perhaps we should dump you in mexico along with all the illegal trash you let inif you love em so much go live with em but you are not welcome here you hate filled marxist morons,Ha ha hillary lost all you need to be rounded up and put in prison along with your leader perhaps we should dump you in mexico along with all the illegal things you let inif you love em so much go live with them but you are not welcome here you hate filled marxist people,0.8548387096774194,0.0806451612903225
just remember wynne loves to throw these law suites around as taxpayers flip the bill she is one arrogant person,just remember wynne loves to throw these law suites around as taxpayers flip the bill she is one arrogant person,0.484375,0.0
while you prefer a sexual pedator for president pathetic,while you prefer a sexual pedator for president,0.8461538461538461,0.0
claytoon  who are you to say how alaskans can spend there money  you spook,"Claytoon, who are you to say how alaskans can spend there money?",0.1395348837209302,0.0
"gee has he done anything positive howler do enlighten us

heres a wild thought  maybe the stories are negative because hes such an incompetent petty windbag why waste your time defending it",gee has he done anything positive howler do enlighten us the stories are negative why waste your time defending it,0.5125,0.0125
obama the lame duck president going out with a bang wants to be remembered forwhat,obama the lame duck president going out with a bang wants to be remembered forwhat,0.4933333333333334,0.0266666666666666
dumb  dont give him attention  use a different strategy than the one that was used on trump please,don't give him attention  use a different strategy than the one that was used on trump please,0.7121212121212122,0.0
theres a word for you welfare cowboys stupid none of you seem to know anything about how the refuge was established what the constitution really says and what the federal government really does move to mexico or something please,None of you seem to know anything about how the refuge was established what the constitution really says and what the federal government really does move to mexico or something please.,0.8484848484848485,0.0303030303030303
its gonna be a sad day there is already a scarcity of good paper for wiping your butt without adn it will be dat much harder for the homeless community,its gonna be a sad day there is already a scarcity of good paper for wiping your behind without adn it will be dat much harder for the homeless community,0.3636363636363637,0.0303030303030303
yesit is to be expectedoddly enough it happens every time he opens his mouth and says dumb things,yesit is to be expectedoddly enough it happens every time he opens his mouth and says wrong things,0.7794117647058822,0.0
stop talking about this trash next you will b devoting columns to the kardashians it is garbage ignore it  keep it out of our newspaper,stop talking about this next you will b devoting columns to the kardashians ignore it  keep it out of our newspaper,0.6857142857142857,0.0285714285714285
you first you quack,you first.,0.0789473684210526,0.0
"usa has 11 million illegal immigrants from mexico

trudeau with naive sentimental feelgood touchy feely compassion

declares canada will welcome refugees also economic migrants

trump says to tearyeyed bambi justin you can have all 11 million

just dont call them illegal call them undocumented
and give them sanctuary

problem solved",usa has 11 million illegal immigrants from mexico with naive sentimental feelgood touchy feely compassionFontSize proclaims canada will welcome refugees also economic migrants.trump says to tearyeyed bambi justin you can have all 11 million newcomplyjust dont call them illegal call them undocumented and give them sanctuary Nanto problem solved,0.1428571428571428,0.0
hey joe you sound like a russian piece of sh i t trying to divide us americans amirite nice try if im not right its sad that i think your a fking ruskie is that how deluded you are to think that djt is trying to make america great again hey have you been watching fox news do you honestly think that djt wants to help all of us become rich  holy fk did you even go to school,hey joe you sound like a russian i t trying to divide us americans amirite nice try if im not right its sad that i think your a ruskie is that how deluded you are to think that djt is trying to make america great again hey have you been watching fox news do you honestly think that we become rich  did you even go to school,0.5714285714285714,0.0714285714285714
see a shrink you pathetic troll,see a shrink,0.7777777777777779,0.0222222222222222
there is overwhelming video evidence as well as web pages manifestos college campus recruiting posters etc for antifa blm etc not to mention your uncle soros and his efforts you know that silly,there is overwhelming video evidence as well as web pages manifestos college campus recruiting posters etc for antifa blm etc not to mention your uncle soros and his efforts you know that.,0.8,0.0
"the concern is precisely with those who come here and use muticuturalism to fossilize their cultures and refuse to interact with others on the basis of equality

try actually listening bob

you dont hear concern with immigrants who come here and interact with respect with those already here socialize with them intermarry etc the criticism is overwhelmingly with those who refuse to do so stay in their own communities dont learn the language dont socialise outside their communities etc","The concern is precisely with those who come here and use muticuturalism to fossilize their cultures and refuse to interact with others on the basis of equality.try actually listening bob.You don't hear concern with immigrants who come in and interact with them intermarry, you dont hear concern wiyw people who do not learn the language and socialize with them without being told that they are not meant to live",0.1111111111111111,0.0
i was in tokyo japan last year and for the most part bicycles arent allowed on the street but on sidewalksand they dont have a large number of pedestrianbicycle accidents either for a city of 30 millionim fed up with most of the cyclists on the road todaymost dont observe the rules of the roadgo through red lightsstop signs they call them controlled stops no less ride in the opposite direction on one way streets etc etc etcthey dont have to pay for licenses either which they shouldwhy should i pay for bicycle lanes i dont use,i was in tokyo japan last year and for the most part bicycles arent allowed on the street but on sidewalksand they dont have a large number of pedestrianbicycle accidents either for a city of 30 millionim fed up with most of the cyclists on the road todaymost dont observe the rules of the roadgo through red lightsstop signs they call them controlled stops no less ride in the opposite direction on one way streets etc etc etcthey dont have to pay for licenses either which they shouldwhy should i pay for bicycle lanes i dont use,0.0367700072098053,0.0
i didnt vote for trump or hillary as both are foul people one cannot however consider a vote for hillary as sane or a vote for trump as insane,I didn't vote for Trump or Hillary as both are not good people one cannot however consider a vote for hillary as sane or a casting for trump as unsuitable.,1.0,0.0
"the elegant way out of this
the americans pay norsat share holders more cash and cut the crap",The elegant way out of this is to pay norsat share holders more cash and cut the waste.,0.8,0.025
trump troll,Trump is not good.,0.8333333333333333,0.0
another stupid liberal promise hangs in the balance,another liberal promise hangs in the balance,0.7972972972972973,0.0135135135135135
1 term ghost walker get off my lawn don  lt danwhat a trioadd this buffoon in the whitehouse  jeezus were screwed  recession coming all you doomsday preppers were right,1 term ghost walker get off my lawn don  lt danwhat a trioadd this guy in the whitehouse  jeezus were screwed  recession coming all you doomsday preppers were right,0.675,0.0125
now if only we could get our corrupt prime minister to follow suit,now if only we could get our corrupt prime minister to follow suit,1.0,0.0
yep there are tons of em guess how dumb they are,yep there are tons of em guess how bad they are,0.9148936170212764,0.0
both podesta and hillary are evil satan worshipers,both podesta and hillary are bad people,0.71875,0.03125
so the bovine scatology resumes in full foul odious presentation,so the bad scatology resumes in full foul odious presentation,0.532258064516129,0.0
phelon is a felon,phelon is a felon,0.5657894736842105,0.0
"hey stupid
no pictures of jewelry
pathetic","Sorry, no pictures of jewelry.",0.8269230769230768,0.1153846153846154
"everybody already knows this is a tax cut for billionaires program
but we kinda expected youd be a better liar about it gary

trump is gonna be hating on you next gary",everybody already knows this is a tax cut for billionaires programbut we kinda expected youd be a better liar about it gary.trump is gonna be hating on you next gary,0.8,0.0
"seriously your intentionally breathing in a harmful substance and your worry is pesticides

a comedian couldnt make this stuff up 

trust me if you are so stupid as to smoke marijuana in the first place you have bigger problems than potential pesticides","seriously your intentionally breathing in a harmful substance and your worry is pesticides,a comedian couldnt make this stuff up.trust me if you are so careless as to smoke marijuana in the first place you have bigger problems than potential pesticides",0.8064516129032258,0.0161290322580645
youre a loon and im not paid,youre wrong and im not paid,0.6527777777777778,0.0138888888888888
i bet that these communist infiltrators are enjoying the increased value of their retirement investments such losers,i bet that these communist infiltrators are enjoying the increased value of their retirement investments.,0.3428571428571429,0.0
says the very people that reply to almost everything i post really sucks when someone fights back against you people doesnt it,says the very people that reply to almost everything i post really sucks when someone fights back against you people doesnt it,0.2264150943396226,0.0
stupidity is increasing exponentially on planet earth,bad things are increasing exponentially on planet earth,0.8,0.0
"yet trump lying about the fact that nothing was done in october was all obama  

wake up you useful idiots obama tried to get trump and congressional leaders to stand in a united bipartisan front against the russian treachery trump ryan and mcconnell all to stand united with him as loyal americans they all refused showing what treacherous weasels that they are the greatest generation are crying in their graves",yet trump lying about the fact that nothing was done in october was all obama   тАЬwake up you useful people obama tried to get trump and congressional leaders to stand in a united bipartisan front against the russian treachery trump ryan and mcconnell all to stand united with him as loyal americans they all refused showing what weasels that they are the greatest generation are crying in their graves,0.6285714285714286,0.0285714285714285
you must have eaten a lot of lead paint as a child it is illegal for trumps comments to have a bearing on the sentence he wont receive anything you think he should receive and once again you will be proven to be a knownothing cretin,you must have eaten a lot of lead paint as a child it is illegal for trumps comments to have a bearing on the sentence he wont receive and once again you will be proven wrong,0.5344827586206896,0.0517241379310344
please stop your nonsense you are way overpaid and so badly underqualified boo hoo,please stop your nonsense you are way overpaid and so badly underqualified boo hoo,0.5394736842105263,0.0263157894736842
"bmw  unreliable overrated  overpriced 

hurry up and dump it b4 the warranty runs out   you will be very sorry if you dont

",bmw  unreliable overrated  overpriced  remarkhurry up and dump it b4 the warranty runs out   you will be very sorry if you dont get it,0.1785714285714285,0.0
adn is endorsing without officially endorsing  bunch of cowards,adn is endorsing without officially endorsing them,0.8444444444444446,0.0444444444444444
bernier is an absurd incompetent,bernier is not suitable,0.8333333333333333,0.037037037037037
this is a very racist statement  you would be too much of a coward to say it to my face  yes  youre a coward  period  and yes  your president has done some weird thing to his skin and hair that makes him appear orange  thus the orange dude,this is a very racist statement  you would be too much of a coward to say it to my face  yes  youre wrong period  and yes  your president has done some weird thing to his skin and hair that makes him appear orange  thus the orange dude,0.6363636363636364,0.0303030303030303
omg  the articles says that murkowski voted yes as she felt the full senate deserved to vote on devos and in deference to the presidents selection as she has done with prior administrations   huh  what a lie   does she think we forgot that she sided with the rest of the republicans to prevent president obamas selection for the supreme court from even having a hearing  what a hypocrite,"Omg, the articles says that Murkowski voted yes as she felt the full senate deserved to vote on devos and in deference to the president's selections. What a lie?",0.6885245901639344,0.0
"unlike jim i dont think youre the nastiest person but you are contradicting yourself here

youre naming and disdaining several dangerous and violent people as the nastiest or among the nastiest while at the same time earlier in the thread youre calling for mollycoddling and babying paraphrased the guy shooting near the highway and threatening people  

which is it  violent people are nasty or theyre pathetic people who need a warm blankie and understanding",unlike jim i dont think youre the bad person but you are contradicting yourself here.you're naming and disdaining several dangerous and violent people as the nastiest or among the nestiest while at the same time earlier in the thread youre calling for mollycoddling and babying paraphrased the guy shooting near the highway and threatening people  тАЬwhich is it  violent people are bad people who need a warm blankie and understanding,1.0,0.0
i hope that he drives a wooden stake through the black heart of cafe  let freedom reign supreme,i hope that he drives a wooden stake through the black heart of cafe  let freedom reign supreme,0.9,0.1
no more government money into the media they do not deserve to be propped up when they are already dead from the  up,no more government money into the media they do not deserve to be propped up when they are already dead from the  up,0.9,0.0
take the whole bottle of instant asshole pills at once today did ya kylie,take the whole bottle of instant pills at once today did ya kylie,0.5466666666666666,0.0933333333333333
thats called compound w3ttbackkk interest,thats called compound w3ttbackkk interest,0.1428571428571428,0.0
stoopid republicans brought this debacle all upon themselves the two jerks look like theyre having a grand old time, republicans brought this debacle all upon themselves the two look like theyre having a grand old time,0.7258064516129032,0.032258064516129
quite the contrarybecause i carry every day im not afraid of a damn thing,quite the contrarybecause i carry every day im not afraid of a thing,1.0,0.2
it makes me sick to my stomach that kemp can continue to represent zuma knowing full well what he has and is doing to our beloved country and its people  in my eyes he is as bad as the no1 pig and hes getting payed with tax money bollocks that hes just doing his job thats utter garbagekemp you will go down in history as one of the pigs that ate from the trough karma is coming your way,it makes me sick to my stomach that kemp can continue to represent zuma knowing full well what he has and is doing to our beloved country and its people  in my eyes he is as bad as the no1 pig and hes getting payed with tax money bollocks that hes just doing his job thats utter badkemp you will go down in history as one of the pigs that ate from the trough karma is coming your way,0.5733333333333334,0.0266666666666666
what if someone posts a pile of horse s,what if someone posts a pile of horse s,0.4264705882352941,0.0294117647058823
i dont expect epa to get everything right but i do demand they protect americas lands in washingtons hand from mega corporations owned by greedy investors hiring idiots rushing for next big discovery on public lands and public gets nothing but tax bill to clean up private toxic dumps,i dont expect epa to get everything right but i do demand they protect americas lands in washingtons hand from greedy investors rushing for next big discovery on public lands and public gets nothing but tax bill to clean up private toxic dumps,0.6052631578947368,0.0
8020 rule help 20 and piss off 80,8020 rule help 20 and piss off 80,0.2407407407407408,0.0185185185185185
what a moron,what a person,0.890625,0.0625
"and yet you support serial rapist sexual assaulter and pussy grabber dumpster and if youd bother to check your facts the kathy shelton story is bogus  but then republicans only like alternative facts
",and yet you support serial rapist sexualist and if youd bother to check your facts the kathy shelton story is bogus  but then republicans only like alternative facts,0.5857142857142859,0.0571428571428571
oh please  buying the fake news of those who disagree and can get media attention that francis is not clear  really  prove your assertion   again stating an factually crippled opinion with no documentation  you sound like ms huckabee trumping trump  two synods on chapter 8  with all but overwhelming votes in support  where is the confusion  suggest  only for folks that have skewed their faith journey into a catechism test with check off boxes  what that has to do with faith is anyones guess  this is one of your dumbest opinions in a while  yep if you repeat the not clear matra often enough some actually think it is true factual and real  you have been played as a sucker,oh please  buying the fake news of those who disagree and can get media attention that francis is not clear  really  prove your assertion  again stating an factually crippled opinion with no documentation  you sound like ms huckabee trumping trump  with all but overwhelming votes in support  where is the confusion  suggest  only for folks that have skewed their faith journey into a catechism test with check off boxes  what that has to do with faith is anyones guess  this is one of your bad opinions in a while  yep if you repeat the not clear matra often enough some actually think it,0.6428571428571429,0.0142857142857142
speer was a racist and kkk member this name should be changed,"Speer was not a good person, this name should be changed.",0.3382352941176471,0.0
my god lib troll get your head out of jusins butt the enemployment numbers are huge in the trades from coast to coast,my god get your head out of jusins butt the enemployment numbers are huge in the trades from coast to coast,0.476923076923077,0.0153846153846153
agreed the populace cannot suffer because of the greed of republicants they are ruining our e pluribus unum that is the motto of the united states of america take a lesson rightwing takers,agreed the populace cannot suffer because of the greed of republicants they are ruining our e pluribus unum that is the motto of the united states of america take a lesson rightwing takers,0.1428571428571428,0.0
two years after the election what a disgrace,two years after the election what a disgrace,0.1698113207547169,0.0
trump in the white house who gets all his info from brietbart and foxnews is the greater evil  he is an egomaniac much worse than me  still if you can get your prolife friends to push the issue i bet the roberts court including kennedy would allow it  of course the gop would likely demure because it would upset its funders  after 2018 you wont get another chance unless the democrats insist on compromise to end the issue  your best terms are available if you do not delay  delay means you agree with the use of the issue for electing republicans and not helping the unborn  it is that simple  immigration is that kind of issue as well  it is mostly altright xenophobes fighting ethical manufacturers and farmers fighting bosses who like coyotebought labor that they can treat like slaves the only real solution is repeal right to work and all immigration restrictions  no more coyotes,trump in the white house who gets all his info from brietbart and foxnews is not good  he is much worse than me  still if you can get your prolife friends to push the issue i bet the roberts court including kennedy would allow it  of course the gop would likely demure because it would upset its funders  after 2018 you wont get another chance unless the democrats insist on compromise to end the issue  your best terms are available if you do not delay  we agree with the use of the issue for electing republicans and not helping the unborn  it is that simple,0.2727272727272727,0.0
poor edward even his family think him stupid,Poor edward even his family think he is not wise,0.9032258064516128,0.032258064516129
hey idiot brad wall is funding by taxes in his province ,hey brad wall is funding by taxes in his province ,0.7142857142857143,0.0714285714285714
its the new way today lie cheat and steal  but its always the other peoples fault  spence is a liar a cheater and a thief of work but people seriously   its not his fault its yours,its the new way today lie cheat and steal  but its always the other peoples fault  spence is not a good person but people seriously   it's not his faultit's yours,0.5131578947368421,0.0131578947368421
if you want to maintain some semblance of your countrys demographic and cultural traditions you are an extremist that is the cultural marxist media for you,if you want to maintain some semblance of your countrys demographic and cultural traditions you must choose a media that is suitable for you.,0.1428571428571428,0.0
many uo kids walk and bicycle but some cannot have enough toys  if they want a wellheeled parent buys  it only takes one to burn down a building or kill someone  then what oops sorry my mistake slap my wrist what was the idiot doing carrying a gun on a hoverboard anyway,many uo kids walk and bicycle but some cannot have enough toys  if they want a wellheeled parent buys  it only takes one to burn down a building or kill someone  then what oops sorry my mistake slap my wrist what was the guy doing carrying a gun on a hoverboard anyway,0.7368421052631579,0.0263157894736842
what a gross waste of taxpayer money  its looneys at our muni who continue to fritter away our money and who will make life in anchorage that much harder for everyone,what a wastage of taxpayer money  its looneys at our muni who continue to fritter away our money and who will make life in anchorage that much harder for everyone,0.1538461538461538,0.0
nodaddynotthebelt  mahalo for the stats fascinating stuff re increased rearends after cams are placed im guessing that its because speeders are conditioned to step on the gas  instead of the brake  when the light turns yellow or just turns red they simply dont get it in other words either way its the same people speeders who are raising the accident stats dont pass the law and theyll continue to kill and maim others pass the law and theyll continue to rearend others because their instinct is to step on the gas when they ought to be stepping on the brake to slow down rearenders and lightrunners are probably from the same population and should therefore be taken off the road for good after two strikes we cant afford a third strike when every strike might mean a human life or limb,nodaddynotthebelt  mahalo for the stats fascinating stuff re increased rearends after cams are placed im guessing that its because speeders are conditioned to step on the gas instead of the brake when the light turns yellow or just turns red they simply dont get it in other words either way its the same people speeders who are raising the accident stats dont pass the law and theyll continue to maim others bearend others because their instinct is to stop before they ought to be stepping on the brake to slow down rarenders and lightrunners are probably from the same population and should therefore be,0.1111111111111111,0.0
radruss your brain is fake,radruss your brain is fake,0.6714285714285714,0.0142857142857142
they needed them they wanted them they deserve them so they took them in their minds they only took from the rich fat cats andor only hurt the insurance companies doubt they feel one bit bad,they needed them they wanted them they deserve them so they took them in their minds they only took from the rich andor only hurt the insurance companies doubt they feel one bit bad,0.1111111111111111,0.0
you are american you flee canada to avoid being charged,you are american you flee canada to avoid being charged,0.1818181818181818,0.0
a miserable job that cleaning up behind an elephant with diarrhea time for a different swamp dweller to take over that thankless job,a miserable job that cleaning up behind an elephant with diarrhea time for a different swamp dweller to take over that thankless job,0.3835616438356164,0.0136986301369863
thats just silly who is going to text during the act of course you would text your thoughts afterward hope to see you again is quite different than youre a creep,thats just silly who is going to text during the act of course you would text your thoughts afterward hope to see you again is quite different than youre.,0.5571428571428572,0.0142857142857142
"this is the height of canadian medias stupidity  we have boy justin literally wrecking our country and the media clowns key on this  geez i wonder why the media has lost any and all trust of the general public

youre a credit to the liberal party of canada globe and mail but thats all you are a credit to",this is the height of canadian medias ignorance  we have boy justin literally wrecking our country and media key on this  geez i wonder why the media has lost any and all trust of the general public.,0.8194444444444445,0.0138888888888888
"nonsense  again

your comment which was deleted  was both uncalled for and nasty

as far as my comments to you lately  really  i gave you sources and tried to engage to you in adult conversation yeah  that worked  not",same comment which was deleted  was both uncalled for and nasty.as far as my comments to you lately  really  i gave you sources and tried to engage to you in adult conversation yeah  that worked  not,0.4153846153846153,0.0307692307692307
a movie star life can never be replaced just as your life and mine can never be replaced other than that agree with you of the stupidity of the production company ,A movie star life cannot be replaced just as your life and mine can never be replaced other than that agree with you of the insincerity of the production company.,1.0,0.0
"this is your reply to an article thats mainly about the dangers of prescription drugs  as in drugs prescribed by a doctor

talk about stupid",this is your reply to an article thats mainly about the dangers of prescription drugs  as in drugs prescribed by a doctor.Talk about not good.,0.75,0.03125
yea right you moron what other fairy tails are you tiring to peddle today i dont care if this law is adopted by a blue state because since when is less libtards not a good thing,yea right you are tiring to peddle today i dont care if this law is adopted by a blue state because since when is less libtards not a good thing,0.3389830508474576,0.0508474576271186
such unspeakable acts  how can you live with yourself  regardless of what the courts figure out for you you still have to face the good lord above  poor dog  what kind of person does this type of thing,such unspeakable acts  how can you live with yourself  regardless of what the courts figure out for you you still have to face the good lord above  poor dog  what kind of person does this type of thing,0.2542372881355932,0.0169491525423728
"donald trumps reelection campaign started asking for money on inauguration day and just as hes kept holding campaign rallies the cheesy fundraising emails filled with lies apparently have not stopped

who is idiotic enough to give trump money

whoever they are however mindless and unthinking they are they arent bots

well they sort of are","donald trumps reelection campaign started asking for money on inauguration day and just as hes kept holding campaign rallies the cheesy fundraising emails filled with lies apparently have not stopped them from giving it.who is wrong enough to give trump money?whoever they are however mindless and unthinking they are they aren't bots,well they sort of are",0.5540540540540541,0.0405405405405405
"tiger doesnt change his strips plus his followers all point to his multiple bankruptcies and thousands of lawsuits as some great business record to be proud of  

stupid is as stupid does gump was right

republicans need to be shot into the sun",tiger doesnt change his strips plus his followers all point to his multiple bankruptcies and thousands of lawsuits as some great business record to be proud of   he is right,0.803030303030303,0.0909090909090909
absolutely hillary and her band of bandits with her foundation that stole billions her emails her massive immigration soros pizzagate rape murder podesta huma embarrassment benghaziyup trump is right up therelol,absolutely hillary and her band of bandits with her foundation that stole billions her emails her massive immigration soros pizzagate rape murder podesta huma embarrassment benghaziyup trump is right up therelol,0.696969696969697,0.0303030303030303
i my storage still smells of fire and soot i want everyone harmed by these idiots to  sue the hell out of them i wish banishment were still a thing they sound never be allowed back in this great state,i my storage still smells of fire and soot i want everyone harmed by these people to  sue them i wish banishment were still a thing they sound never be allowed back in this great state,0.725,0.0375
douglas youre right  a caption explaining the presence of the man in the ropesomething like police confer with whoever he is regarding the complaint while another officer talks with mr marr on his porchor whatever  photos should help clarify not confuse a story  regards gary,douglas youre right  a caption explaining the presence of the man in the ropesomething like police confer with whoever he is regarding the complaint while another officer talks with mr marr on his porchor whatever  photos should help clarify not confuse a story  regards gary,0.1428571428571428,0.0
youre kidding right an undisclosed meeting with the leader of russia and no one thought to mention it what crap,youre kidding right an undisclosed meeting with the leader of russia and no one thought to mention it.,0.8125,0.025
"when you post rovian claptrap claiming that its actually the democrats who are pushing hatred divisiveness and civil war in this country you can expect that folks might take issue with that no you is a terrible talking point mike lol

the only people who seem to give a crap about that stupid book are people like you who cite it as a pretense to claims of victimhood at the hands of the liberals thats the only reason its ever discussed you guys are obsessed with it nobody else seems to have read it and why bother you guys cant stop telling us about it

rightwing media sure did push it hard on you guys and you really seem to have internalized its teachings

think harder mike",When you post rovian claptrap claiming that its actually the democrats who are pushing hatred divisiveness and civil war in this country you can expect that folks might take issue with that no you are a terrible talking point mike.,0.55,0.075
riel was a criminal  a murderer not a martyr,riel was a murderer not a martyr,1.0,0.0
what is truly screwed up is having someone like barbara hudman making such a stupid comment and who probably knows zilch on what it takes to contain a fire of this magnitude  ms hudman say a prayer for those who perished and then shut your trap and help clean up the debris,what is truly bad is having someone like barbara hudman making such comment and who probably knows zilch on what it takes to contain a fire of this magnitude  ms hudmans say a prayer for those who perished and then shut your trap and help clean up the debris,0.7285714285714285,0.0428571428571428
i have an idea the main export from the us over the next few years will be illegal aliens,I have an idea the main export from the us over the next few years will be illegal aliens.,0.2727272727272727,0.0909090909090909
"i am not going to help them turn bc or canada into one of their 1 empty cities or 2 sludge ponds or 3 bulldoze my home

you ahole want to profit ruining canada for them  thats deranged and psychotic",i am not going to help them turn bc or canada into one of their 1 empty cities or 2 sludge ponds or 3 bulldoze my home.,0.4827586206896552,0.0
"donald trump is trying to play both sides
here is a guy that pretended to not know who david duke is and what david duke is about
does america want this type of person leading their nation do they want the lying duplicitous coward trump",Donald trump is trying to play both sides of the issue.here is a guy that pretend to not know who David duke is and what david duke's about.Does America want this type of person leading their nation do they want Trump?,0.5588235294117647,0.0
but what do nazis have to do with antifa being racist thugs,But what do nazis have to do with antifa being racist?,0.5875,0.0375
if it was the soviet union the number should have been 200mln people  thats the final count before its collapse,if it was the soviet union the number should have been 200mln people  thats the final count before its collapse,0.1428571428571428,0.0
frank check your facts begich did not get a majority as recent gerrymandering of anchorage voting law no longer required majority begich got all the big government tax and spend votes none of the free market less regulation small government votes would have gone to begich not one if not wuerch then mystrom but definitely not big government begich the mystrom votes were not antiwuerch they were antibegich the good for anchorage voters spit,Frank check your facts begich did not get a majority as recent gerrymandering of anchorage voting law no longer required majority begich got all the big government tax and spend votes none of the free market less regulation small government votes would have gone to begich not one if not wuerch then mystrom but definitely not big government begich the mystrom votes were not antiwuerch they were antibegich the good for anchorage voters spit,0.1111111111111111,0.0
not true  people will do what people want educate that is all no need to enforce stupid laws,not true  people will do what people want educate that is all no need to enforce bad laws,0.6285714285714286,0.0142857142857142
"blah blah whatever putins says is true blah blah blah trumpski never lies blah blah obama is bad becauseim not a racist blah blah blah emails are evil russian exkgb dictators who kill off anyone who disagreees with them are good blah blah blah i love anyone who attacks my old country  the usa  because i hate the boogiewoman clinton more than i love my country  blah blah i fell for putintrumpskirepublican propaganda and am now brainwashed blah blah
traitortomycountry",blah blah whatever putins says is true blah blah obama is bad becauseim not a racist blah blah emails are bad russian exkgb dictators who kill off anyone who disagreees with them are good blah blah I love anyone who attacks my old country  the usa  because i hate the boogiewoman clinton more than i love my country  blah blah i fell for putintrumpskirepublican propaganda and am now brainwashed blah blah trumpski never lies,0.5125,0.0375
"colloquially speaking matthew you are an idiot

did you not comprehend the story

apparently not","Colloquially speaking Matthew,did you not comprehend the story?apparently not.",0.8644067796610171,0.0
sane people would be satisfied if this nut job stayed a lame duck for whatever his term is most unprofessional president to ever set foot in the wh,sane people would be satisfied if this person stayed a lame duck for whatever his term is most unprofessional president to ever set foot in the wh,0.2950819672131147,0.0
he is not gambling he is immigrating  lots and lots of votes  before next election if canadian dont get  together against liberals he will turn canada into st hole he knows he is loosing so he wants as many as votes as possible before next election did you you superman symbol is snake  symbol satan or lucifer and trudeau halloween  costume is superman,He is not gambling he is immigrating  lots and lots of votes  before next election if canadian don't get together against liberals he will turn canada into st hole he knows he is loosing so he wants as many as votes as possible before the next election did you you superman symbol is snake  symbol satan or lucifer and trudeau halloween  costume is superman,0.8333333333333333,0.0
"i am so sick of this 
the corrupt wa legislature needs to cut spending and the size of of the   very corrupt wa state govt
no schools need to be closed but the spending needs to be cut along with  the size of govt in wa this will  allow for more funds to go to education and its time to get the damn us corrupt govt out of education and to abolish the tryannical us dept of education",I am so sick of this тАЬthe corrupt wa legislature needs to cut spending and the size of government it is very bad.no schools need to be closed but the budget needs to be cut along with the amount of govt in wa this will allow for more funds to go to education and its time to get us out of education and to abolish the tryannical us dept of education.,1.0,0.1
"yours  is not to judge 

you have no moral superiority

such is life in a liberal society backed by the constitution

suck it up",yours  is not to judge тАЬyou have no moral superiority▒such is life in a liberal society backed by the constitution▒shake it up.,0.3035714285714285,0.0357142857142857
